locusId	sysName	type	scaffoldId	strand	old_name	desc	GC	nTA	name	begin	end
14380	b0241	1	7023	-	phoE	outer membrane phosphoporin protein E (NCBI)	0.447	45	phoE	259045	260100
14381	b0242	1	7023	+	proB	gamma-glutamyl kinase (NCBI)	0.5625	28	proB	260388	261491
14382	b0243	1	7023	+	proA	gamma-glutamyl phosphate reductase (NCBI)	0.5431	39	proA	261503	262756
1936238	b0244	5	7023	+	thrW	tRNA-Thr (NCBI)	0.5132	5	thrW	262871	262946
3446140	b4626	7	7023	-	ykfN	NA	0.3333	4	ykfN	263150	263212
14383	b0245	1	7023	-	ykfI	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system (NCBI)	0.5117	11	ykfI	263328	263669
14384	b0246	1	7023	-	yafW	CP4-6 prophage; antitoxin of the YkfI-YafW toxin-antitoxin system (NCBI)	0.5692	7	yafW	263690	264007
1936239	b4504	1	7023	-	ykfH	hypothetical protein (NCBI)	0.5586	11	ykfH	264026	264247
14385	b0247	1	7023	-	ykfG	CP4-6 prophage; predicted DNA repair protein (NCBI)	0.5849	10	ykfG	264256	264732
14386	b0248	1	7023	-	yafX	CP4-6 prophage; predicted protein (NCBI)	0.5556	18	yafX	264748	265206
14387	b0249	1	7023	-	ykfF	CP4-6 prophage; predicted protein (NCBI)	0.5875	7	ykfF	265304	265543
14388	b0250	1	7023	-	ykfB	CP4-6 prophage; predicted protein (NCBI)	0.5256	17	ykfB	265620	266087
14389	b0251	1	7023	-	yafY	CP4-6 prophage; predicted DNA-binding transcriptional regulator (RefSeq)	0.5068	17	yafY	266110	266553
3446142	b4627	7	7023	-	ykfL	NA	0.5495	2	ykfL	266553	266774
3446144	b4628	7	7023	-	ykfK	NA	0.5833	3	ykfK	266776	266967
14390	b0252	1	7023	-	yafZ	orf, hypothetical protein (VIMSS)	0.5779	23	yafZ	267184	268005
14391	b0253	1	7023	-	ykfA	putative GTP-binding protein (VIMSS)	0.5683	31	ykfA	268097	268960
14392	b0254	1	7023	-	perR	CP4-6 prophage; predicted DNA-binding transcriptional regulator (NCBI)	0.4799	35	perR	269289	270182
3446146	b4587	7	7023	+	insN	NA	0.4496	7	insN	NA	NA
14394	b0256	1	7023	+	insI-1	CP4-6 prophage; IS30 transposase (NCBI)	0.4583	53	insI1	270603	271754
7497339	b4690	6	7023	+	eyeA	Novel sRNA, function unknown, CP4-6 prophage (RefSeq)	0.56	1	eyeA	272580	272654
14396	b0258	7	7023	+	ykfC	orf, hypothetical protein (VIMSS)	0.546	32	ykfC	272847	273992
14397	b0259	1	7023	-	insH-1	CP4-6 prophage; IS5 transposase and trans-activator (NCBI)	0.5467	13	insH1	274101	275081
14398	b0260	1	7023	+	ykfD	putative amino acid/amine transport protein (VIMSS)	0.5484	50	mmuP	275325	276728
14399	b0261	1	7023	+	mmuM	homocysteine methyltransferase (NCBI)	0.6034	26	mmuM	276715	277647
14400	b0262	1	7023	-	afuC	putative ATP-binding component of a transport system (VIMSS)	0.5635	23	afuC	277756	278802
14401	b0263	7	7023	-	afuB	CP4-6 prophage; predicted ferric trasnporter subunit (RefSeq)	0.5632	11	afuB	278814	279162
14402	b0264	1	7023	-	insB-2	CP4-6 prophage; IS1 transposase InsAB' (NCBI)	0.5516	16	insB2	279178	279681
14403	b0265	1	7023	-	insA-2	CP4-6 prophage; IS1 repressor protein InsA (NCBI)	0.5326	8	insA2	279600	279875
1936246	b4505	7	7023	-	insX	predicted IS protein (RefSeq)	0.4699	9	insX	280114	280362
14404	b0266	7	7023	-	yagB	orf, hypothetical protein (VIMSS)	0.5178	7	yagB	280385	280735
14405	b0267	1	7023	-	yagA	CP4-6 prophage; predicted DNA-binding transcriptional regulator (NCBI)	0.6208	19	yagA	280829	281983
14406	b0268	1	7023	+	yagE	2-keto-3-deoxy gluconate (KDG) aldolase; CP4-6 prophage (NCBI)	0.6161	17	yagE	282278	283186
14407	b0269	1	7023	+	yagF	CP4-6 prophage; predicted dehydratase (NCBI)	0.6672	22	yagF	283201	285168
14408	b0270	1	7023	+	yagG	CP4-6 prophage; predicted sugar transporter (NCBI)	0.6247	23	yagG	285395	286777
14409	b0271	1	7023	+	yagH	CP4-6 prophage; predicted xylosidase/arabinosidase (NCBI)	0.6437	35	yagH	286789	288399
14410	b0272	1	7023	-	yagI	CP4-6 prophage; predicted DNA-binding transcriptional regulator (NCBI)	0.6324	15	xynR	288404	289162
14411	b0273	1	7023	-	argF	CP4-6 prophage; ornithine carbamoyltransferase 2, chain F (NCBI)	0.5881	21	argF	289301	290305
7497340	b4688	7	7023	+	ykgS	NA	0.4293	7	ykgS	290510	290638
14412	b0274	1	7023	-	insB-3	CP4-6 prophage; IS1 transposase InsAB' (NCBI)	0.5516	16	insB3	290649	291152
14413	b0275	1	7023	-	insA-3	CP4-6 prophage; IS1 repressor protein InsA (NCBI)	0.5326	8	insA3	291071	291346
14414	b0276	7	7023	+	yagJ	CP4-6 prophage; predicted protein (RefSeq)	0.4867	23	yagJ	291500	292231
14415	b0277	1	7023	-	yagK	CP4-6 prophage; conserved protein (NCBI)	0.4482	40	yagK	292322	292948
14416	b0278	1	7023	-	yagL	CP4-6 prophage; DNA-binding protein (NCBI)	0.3734	35	yagL	293220	293918
14417	b0279	1	7023	-	yagM	CP4-6 prophage; predicted protein (NCBI)	0.3626	53	yagM	293945	294799
14418	b0280	1	7023	-	yagN	CP4-6 prophage; predicted protein (NCBI)	0.4354	23	yagN	295139	295579
14419	b0281	1	7023	-	intF	CP4-6 prophage; predicted phage integrase (NCBI)	0.4433	65	intF	295696	297096
3446148	b4629	8	7023	+	ptwF	tRNA-OTHER (RefSeq)	0.5102	4	NA	NA	NA
7497341	b4694	7	7023	-	yagP	NA	0.4956	11	NA	NA	NA
7497342	b4695	7	7023	-	ykgT	NA	0.641	1	NA	NA	NA
14421	b0283	1	7023	-	yagQ	hypothetical protein (NCBI)	0.5998	17	paoD	297770	298726
14422	b0284	1	7023	-	yagR	predicted oxidoreductase with molybdenum-binding domain (NCBI)	0.5944	51	paoC	298736	300934
14423	b0285	1	7023	-	yagS	predicted oxidoreductase with FAD-binding domain (NCBI)	0.6071	30	paoB	300931	301887
14424	b0286	1	7023	-	yagT	predicted xanthine dehydrogenase, 2Fe-2S subunit (NCBI)	0.5478	16	paoA	301884	302573
14425	b0287	1	7023	+	yagU	conserved inner membrane protein (NCBI)	0.452	23	yagU	302991	303605
14426	b0288	1	7023	-	ykgJ	predicted ferredoxin (NCBI)	0.503	9	ykgJ	303853	304182
14427	b0289	1	7023	-	yagV	orf, hypothetical protein (VIMSS)	0.5302	28	ecpE	304495	305205
14428	b0290	1	7023	-	yagW	predicted receptor (NCBI)	0.5158	68	ecpD	305174	306817
14429	b0291	1	7023	-	yagX	predicted aromatic compound dioxygenase (NCBI)	0.5527	90	ecpC	306807	309332
14430	b0292	1	7023	-	yagY	hypothetical protein (NCBI)	0.5486	23	ecpB	309358	310026
14431	b0293	1	7023	-	yagZ	hypothetical protein (NCBI)	0.5289	28	ecpA	310084	310671
14432	b0294	1	7023	-	ykgK	predicted regulator (NCBI)	0.3909	41	matA	310746	311336
14433	b0295	1	7023	+	ykgL	hypothetical protein (NCBI)	0.4386	10	ykgL	312112	312339
1936249	b4506	1	7023	-	ykgO	rpmJ (L36) paralog (NCBI)	0.4184	7	ykgO	312374	312514
14434	b0296	1	7023	-	ykgM	50S ribosomal protein L31 (NCBI)	0.4583	10	ykgM	312514	312777
7497343	b4671	1	7023	-	ykgR	expressed protein (RefSeq)	0.2843	9	ykgR	313141	313242
3446150	b4630	7	7023	-	ykgP	NA	0.3889	4	ykgP	313716	313805
14435	b0297	7	7023	+	eaeH	attaching and effacing protein, pathogenesis factor (RefSeq)	0.4839	43	eaeH	314357	315244
14436	b0298	1	7023	+	insE	IS3 element protein InsE (RefSeq)	0.5	7	insE1	315291	315590
14437	b0299	1	7023	+	insF-1	IS3 element protein InsF (NCBI)	0.5513	29	insF1	315587	316453
14438	b0300	7	7023	-	ykgA	putative ARAC-type regulatory protein (VIMSS)	0.4284	25	ykgA	316450	317136
3446152	b4631	7	7023	+	ykgQ	NA	0.3566	6	ykgQ	317439	317567
14439	b0301	1	7023	-	ykgB	orf, hypothetical protein (VIMSS)	0.4495	28	rclC	317726	318319
14441	b0303	1	7023	-	ykgI	orf, hypothetical protein (VIMSS)	0.3544	14	rclB	318331	318567
14442	b0304	1	7023	-	ykgC	putative oxidoreductase (VIMSS)	0.4555	68	rclA	318676	320001
14443	b0305	1	7023	+	ykgD	predicted DNA-binding transcriptional regulator (NCBI)	0.5123	28	rclR	320227	321081
14444	b0306	1	7023	+	ykgE	predicted oxidoreductase (NCBI)	0.5056	27	ykgE	321608	322327
14445	b0307	1	7023	+	ykgF	predicted amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain (NCBI)	0.5021	49	ykgF	322338	323765
14446	b0308	1	7023	+	ykgG	putative transporter (VIMSS)	0.5216	24	ykgG	323758	324453
14448	b0310	1	7023	-	ykgH	predicted inner membrane protein (NCBI)	0.3692	48	ykgH	324696	325364
14449	b0311	1	7023	-	betA	choline dehydrogenase (NCBI)	0.5709	42	betA	325577	327247
14450	b0312	1	7023	-	betB	betaine aldehyde dehydrogenase, NAD-dependent (NCBI)	0.5825	36	betB	327261	328733
14451	b0313	1	7023	-	betI	probably transcriptional repressor of bet genes (VIMSS)	0.568	12	betI	328747	329334
14452	b0314	1	7023	+	betT	choline transporter of high affinity (NCBI)	0.5531	69	betT	329463	331496
14453	b0315	1	7023	+	yahA	predicted DNA-binding transcriptional regulator (NCBI)	0.4591	48	pdeL	332371	333459
14454	b0316	1	7023	-	yahB	predicted DNA-bindng transcriptional regulator (NCBI)	0.493	43	yahB	333501	334433
14455	b0317	1	7023	-	yahC	predicted inner membrane protein (NCBI)	0.5281	19	yahC	334525	335022
14456	b0318	1	7023	+	yahD	predicted transcriptional regulator with ankyrin domain (NCBI)	0.4538	38	yahD	335280	335885
14457	b0319	1	7023	+	yahE	hypothetical protein (NCBI)	0.4711	45	yahE	335925	336788
14458	b0320	1	7023	+	yahF	predicted acyl-CoA synthetase with NAD(P)-binding domain and succinyl-CoA synthetase domain (NCBI)	0.5556	18	yahF	336778	338325
14459	b0321	1	7023	+	yahG	hypothetical protein (NCBI)	0.5835	36	yahG	338325	339743
14461	b0323	1	7023	+	yahI	predicted carbamate kinase-like protein (NCBI)	0.5615	23	yahI	340165	341115
14462	b0324	1	7023	+	yahJ	deaminase (NCBI)	0.5625	30	yahJ	341125	342507
14463	b0325	1	7023	+	yahK	predicted oxidoreductase, Zn-dependent and NAD(P)-binding (NCBI)	0.5333	27	yahK	342884	343933
14464	b0326	1	7023	+	yahL	hypothetical protein (NCBI)	0.3885	43	yahL	344176	344991
14465	b0327	1	7023	+	yahM	orf, hypothetical protein (VIMSS)	0.4675	9	yahM	345404	345649
14466	b0328	1	7023	-	yahN	neutral amino-acid efflux system (NCBI)	0.494	27	yahN	345666	346337
14467	b0329	1	7023	+	yahO	hypothetical protein (NCBI)	0.3877	9	yahO	346484	346759
14468	b0330	1	7023	-	prpR	DNA-binding transcriptional activator (NCBI)	0.552	47	prpR	346857	348443
14469	b0331	1	7023	+	prpB	2-methylisocitrate lyase (NCBI)	0.5612	18	prpB	348682	349572
14471	b0333	1	7023	+	prpC	2-methylcitrate synthase (NCBI)	0.5564	29	prpC	350012	351181
14472	b0334	1	7023	+	prpD	2-methylcitrate dehydratase (NCBI)	0.5696	30	prpD	351215	352666
14473	b0335	1	7023	+	prpE	predicted propionyl-CoA synthetase with ATPase domain (NCBI)	0.584	40	prpE	352706	354592
14474	b0336	1	7023	+	codB	cytosine transporter (NCBI)	0.5389	37	codB	354922	356181
14475	b0337	1	7023	+	codA	cytosine deaminase (NCBI)	0.5343	35	codA	356171	357454
14476	b0338	1	7023	-	cynR	DNA-binding transcriptional dual regulator (NCBI)	0.55	25	cynR	357791	358690
14477	b0339	1	7023	+	cynT	carbonic anhydrase (NCBI)	0.5727	14	cynT	358799	359458
14478	b0340	1	7023	+	cynS	cyanate hydratase (NCBI)	0.5053	12	cynS	359489	359959
14479	b0341	1	7023	+	cynX	predicted cyanate transporter (NCBI)	0.587	28	cynX	359992	361146
14480	b0342	1	7023	-	lacA	galactoside O-acetyltransferase (NCBI)	0.4281	30	lacA	361249	361860
14481	b0343	1	7023	-	lacY	galactoside permease (NCBI)	0.4633	60	lacY	361926	363179
14482	b0344	1	7023	-	lacZ	beta-D-galactosidase (NCBI)	0.5626	82	lacZ	363231	366305
14483	b0345	1	7023	-	lacI	transcriptional repressor of the lac operon (VIMSS)	0.5633	24	lacI	366428	367510
14484	b0346	1	7023	-	mhpR	DNA-binding transcriptional activator, 3HPP-binding (RefSeq)	0.5576	18	mhpR	367587	368420
14485	b0347	1	7023	+	mhpA	3-(3-hydroxyphenyl)propionate hydroxylase (NCBI)	0.57	46	mhpA	368611	370275
14486	b0348	1	7023	+	mhpB	2,3-dihydroxyphenylpropionate 1,2-dioxygenase (NCBI)	0.5778	16	mhpB	370277	371221
14487	b0349	1	7023	+	mhpC	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase (VIMSS)	0.5454	23	mhpC	371239	372105
14488	b0350	1	7023	+	mhpD	2-keto-4-pentenoate hydratase (VIMSS)	0.5519	24	mhpD	372115	372924
14489	b0351	1	7023	+	mhpF	acetaldehyde dehydrogenase (NCBI)	0.5447	26	mhpF	372921	373871
14490	b0352	1	7023	+	mhpE	4-hydroxy-2-ketovalerate aldolase (NCBI)	0.5651	24	mhpE	373868	374881
14491	b0353	1	7023	+	mhpT	putative transport protein (VIMSS)	0.5743	31	mhpT	375459	376670
14492	b0354	1	7023	+	yaiL	nucleoprotein/polynucleotide-associated enzyme (VIMSS)	0.4815	19	yaiL	376772	377311
14493	b0355	1	7023	-	frmB	predicted esterase (NCBI)	0.4856	26	frmB	377535	378368
14494	b0356	1	7023	-	frmA	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase (NCBI)	0.5369	30	frmA	378462	379571
14495	b0357	1	7023	-	yaiN	putative alpha helix chain (VIMSS)	0.5326	7	frmR	379606	379881
14496	b0358	1	7023	-	yaiO	hypothetical protein (NCBI)	0.5013	42	yaiO	380069	380842
1936264	b4579	7	7023	-	yaiX	NA	0.4519	24	yaiX	NA	NA
14498	b0360	1	7023	+	insC	KpLE2 phage-like element; IS2 insertion element repressor InsA (RefSeq)	0.5301	9	insC1	381351	381716
14499	b0361	1	7023	+	insD-1	IS2 insertion element transposase InsAB' (NCBI)	0.5508	25	insD1	381674	382579
14501	b0363	1	7023	-	yaiP	predicted glucosyltransferase (NCBI)	0.4996	57	yaiP	382739	383935
14502	b0364	1	7023	-	yaiS	orf, hypothetical protein (VIMSS)	0.4337	24	yaiS	384059	384616
14503	b0365	1	7023	+	tauA	taurine transport system periplasmic protein (VIMSS)	0.5628	20	tauA	385232	386194
14504	b0366	1	7023	+	tauB	taurine transporter subunit (NCBI)	0.5599	18	tauB	386207	386974
14505	b0367	1	7023	+	tauC	taurine transporter subunit (NCBI)	0.5725	26	tauC	386971	387798
14506	b0368	1	7023	+	tauD	taurine dioxygenase (NCBI)	0.5446	30	tauD	387795	388646
14507	b0369	1	7023	-	hemB	5-aminolevulinate dehydratase = porphobilinogen synthase (VIMSS)	0.5395	23	hemB	388753	389727
1936269	b4580	7	7023	+	yaiT	NA	0.4095	84	yaiT	NA	NA
14510	b0372	1	7023	-	insF-2	IS3 element protein InsF (NCBI)	0.5513	28	insF2	391739	392605
14511	b0373	1	7023	-	insE	IS3 element protein InsE (RefSeq)	0.5	7	insE2	392602	392901
14513	b0375	1	7023	+	yaiV	predicted DNA-binding transcriptional regulator (RefSeq)	0.3942	43	iprA	394506	395129
14514	b0376	1	7023	-	ampH	beta-lactamase/D-alanine carboxypeptidase (NCBI)	0.5535	42	ampH	395130	396287
14515	b0377	1	7023	+	sbmA	predicted transporter (NCBI)	0.5135	45	sbmA	396639	397859
14516	b0378	1	7023	+	yaiW	predicted DNA-binding transcriptional regulator (NCBI)	0.5342	31	yaiW	397872	398966
14517	b0379	1	7023	-	yaiY	predicted inner membrane protein (NCBI)	0.5243	9	yaiY	399025	399333
14518	b0380	1	7023	+	b0380	orf, hypothetical protein (VIMSS)	0.4883	9	yaiZ	399593	399805
14519	b0381	1	7023	-	ddlA	D-alanylalanine synthetase (NCBI)	0.5105	34	ddlA	399829	400923
14520	b0382	1	7023	+	yaiB	hypothetical protein (NCBI)	0.4636	10	iraP	401386	401646
14521	b0383	1	7023	+	phoA	alkaline phosphatase (VIMSS)	0.5339	45	phoA	401747	403162
14522	b0384	1	7023	+	psiF	induced by phosphate starvation (VIMSS)	0.4766	9	psiF	403281	403601
14523	b0385	1	7023	+	yaiC	predicted diguanylate cyclase (NCBI)	0.5367	45	dgcC	403703	404818
14524	b0386	1	7023	-	proC	pyrroline-5-carboxylate reductase (NCBI)	0.5457	25	proC	404835	405644
14525	b0387	1	7023	+	yaiI	orf, hypothetical protein (VIMSS)	0.5643	16	yaiI	405764	406222
14526	b0388	1	7023	+	aroL	shikimate kinase II (NCBI)	0.5219	18	aroL	406405	406929
14527	b0389	1	7023	+	yaiA	hypothetical protein (NCBI)	0.4844	7	yaiA	406979	407170
14528	b0390	1	7023	+	aroM	hypothetical protein (NCBI)	0.4646	26	aroM	407428	408105
14529	b0391	1	7023	+	yaiE	hypothetical protein (NCBI)	0.5193	6	ppnP	408177	408461
14530	b0392	7	7023	+	ykiA	hypothetical protein (NCBI)	0.4737	11	ykiA	408609	408950
14531	b0393	1	7023	-	rdgC	recombination associated protein (NCBI)	0.5154	16	rdgC	409108	410019
14532	b0394	1	7023	+	yajF	possible NAGC-like transcriptional regulator (VIMSS)	0.5567	28	mak	410144	411052
14534	b0396	1	7023	-	araJ	involved in either transport or processing of arabinose polymers (VIMSS)	0.5072	49	araJ	411297	412481
14535	b0397	1	7023	-	sbcC	exonuclease, dsDNA, ATP-dependent (NCBI)	0.538	73	sbcC	412607	415753
14536	b0398	1	7023	-	sbcD	exonuclease, dsDNA, ATP-dependent (NCBI)	0.5328	44	sbcD	415750	416952
14537	b0399	1	7023	+	phoB	DNA-binding response regulator in two-component regulatory system with PhoR (or CreC) (NCBI)	0.5449	17	phoB	417142	417831
14538	b0400	1	7023	+	phoR	sensory histidine kinase in two-component regulatory system with PhoB (NCBI)	0.5301	43	phoR	417889	419184
14539	b0401	1	7023	+	brnQ	predicted branched chain amino acid transporter (LIV-II) (NCBI)	0.5561	56	brnQ	419591	420910
14540	b0402	1	7023	+	proY	predicted cryptic proline transporter (NCBI)	0.5291	54	proY	420986	422359
14541	b0403	1	7023	+	malZ	maltodextrin glucosidase (NCBI)	0.546	60	malZ	422518	424332
14542	b0404	1	7023	-	yajB	hypothetical protein (NCBI)	0.5309	18	acpH	424337	424918
14543	b0405	1	7023	+	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (NCBI)	0.5415	30	queA	425011	426081
14544	b0406	1	7023	+	tgt	queuine tRNA-ribosyltransferase (NCBI)	0.5133	38	tgt	426137	427264
14545	b0407	1	7023	+	yajC	preprotein translocase subunit YajC (NCBI)	0.4955	11	yajC	427287	427619
14546	b0408	1	7023	+	secD	protein export protein SecD (NCBI)	0.5319	59	secD	427647	429494
14547	b0409	1	7023	+	secF	protein export protein SecF (NCBI)	0.5165	40	secF	429505	430476
14548	b0410	1	7023	+	yajD	hypothetical protein (NCBI)	0.4713	15	yajD	430605	430952
14549	b0411	1	7023	-	tsx	nucleoside channel, receptor of phage T6 and colicin K (NCBI)	0.5051	44	tsx	431129	432013
14550	b0412	1	7023	-	yajI	orf, hypothetical protein (VIMSS)	0.4759	15	yajI	432312	432851
14551	b0413	1	7023	+	ybaD	hypothetical protein (NCBI)	0.5133	12	nrdR	433002	433451
14552	b0414	1	7023	+	ribD	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase (NCBI)	0.5534	34	ribD	433455	434558
14553	b0415	1	7023	+	ribE	riboflavin synthase subunit beta (NCBI)	0.5223	11	ribE	434647	435117
14554	b0416	1	7023	+	nusB	transcription antitermination protein NusB (NCBI)	0.5381	17	nusB	435137	435556
14555	b0417	1	7023	+	thiL	thiamine monophosphate kinase (NCBI)	0.544	30	thiL	435634	436611
14556	b0418	1	7023	+	pgpA	phosphatidylglycerophosphatase A (NCBI)	0.5318	12	pgpA	436589	437107
14557	b0419	1	7023	-	yajO	putative NAD(P)H-dependent xylose reductase (VIMSS)	0.5303	26	yajO	437161	438135
14558	b0420	1	7023	-	dxs	1-deoxy-D-xylulose-5-phosphate synthase (NCBI)	0.5427	47	dxs	438315	440177
14559	b0421	1	7023	-	ispA	geranyltranstransferase (NCBI)	0.5422	28	ispA	440202	441101
14560	b0422	1	7023	-	xseB	exodeoxyribonuclease VII small subunit (NCBI)	0.5514	4	xseB	441101	441343
14561	b0423	1	7023	+	thiI	thiamine biosynthesis protein ThiI (NCBI)	0.5217	37	thiI	441549	442997
14562	b0424	1	7023	-	thiJ	4-methyl-5(beta-hydroxyethyl)-thiazole monophosphate synthesis (VIMSS)	0.5651	17	yajL	443051	443641
14563	b0425	1	7023	-	panE	2-dehydropantoate 2-reductase (NCBI)	0.5186	29	panE	443604	444515
14564	b0426	1	7023	+	yajQ	orf, hypothetical protein (VIMSS)	0.5	9	yajQ	444683	445174
14565	b0427	1	7023	-	yajR	putative transport protein (VIMSS)	0.526	34	yajR	445302	446666
14566	b0428	1	7023	-	cyoE	protoheme IX farnesyltransferase (NCBI)	0.5376	34	cyoE	446815	447705
14567	b0429	1	7023	-	cyoD	cytochrome o ubiquinol oxidase subunit IV (NCBI)	0.497	10	cyoD	447717	448046
14568	b0430	1	7023	-	cyoC	cytochrome o ubiquinol oxidase subunit III (NCBI)	0.535	15	cyoC	448046	448660
14569	b0431	1	7023	-	cyoB	cytochrome o ubiquinol oxidase subunit I (NCBI)	0.5296	65	cyoB	448650	450641
14570	b0432	1	7023	-	cyoA	cytochrome o ubiquinol oxidase subunit II (NCBI)	0.5095	29	cyoA	450663	451610
14571	b0433	1	7023	-	ampG	muropeptide transporter (NCBI)	0.5366	50	ampG	452070	453545
14572	b0434	1	7023	-	yajG	putative polymerase/proteinase (VIMSS)	0.513	19	yajG	453589	454167
14573	b0435	1	7023	+	bolA	possible regulator of murein genes (VIMSS)	0.4843	14	bolA	454472	454789
14574	b0436	1	7023	+	tig	trigger factor (NCBI)	0.5119	34	tig	455133	456431
14575	b0437	1	7023	+	clpP	ATP-dependent Clp protease proteolytic subunit (NCBI)	0.5112	21	clpP	456677	457300
14576	b0438	1	7023	+	clpX	ATP-dependent protease ATP-binding subunit (NCBI)	0.5153	37	clpX	457426	458700
14577	b0439	1	7023	+	lon	DNA-binding ATP-dependent protease La (NCBI)	0.5231	64	lon	458888	461242
14578	b0440	1	7023	+	hupB	HU, DNA-binding transcriptional regulator, beta subunit (NCBI)	0.4908	14	hupB	461451	461723
14579	b0441	1	7023	+	ppiD	peptidyl-prolyl cis-trans isomerase (rotamase D) (NCBI)	0.5235	54	ppiD	461915	463786
14580	b0442	1	7023	+	ybaV	hypothetical protein (NCBI)	0.5484	11	ybaV	463937	464308
14581	b0443	1	7023	+	ybaW	hypothetical protein (NCBI)	0.4612	23	fadM	464402	464800
14582	b0444	1	7023	-	ybaX	predicted aluminum resistance protein (NCBI)	0.5172	28	queC	464852	465547
14583	b0445	1	7023	-	ybaE	predicted transporter subunit: periplasmic-binding component of ABC superfamily (NCBI)	0.5297	62	ybaE	465612	467312
14584	b0446	1	7023	+	cof	orf, hypothetical protein (VIMSS)	0.514	27	cof	467412	468230
14585	b0447	1	7023	+	ybaO	putative LRP-like transcriptional regulator (VIMSS)	0.5185	13	decR	468383	468841
14586	b0448	1	7023	+	mdlA	fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components (NCBI)	0.5403	56	mdlA	468871	470643
14587	b0449	1	7023	+	mdlB	fused predicted multidrug transporter subunits of ABC superfamily: ATP-binding components (NCBI)	0.5629	53	mdlB	470636	472417
14588	b0450	1	7023	+	glnK	nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB (NCBI)	0.5074	9	glnK	472598	472936
14589	b0451	1	7023	+	amtB	ammonium transporter (NCBI)	0.5618	32	amtB	472966	474252
14590	b0452	1	7023	-	tesB	acyl-CoA thioesterase II (NCBI)	0.525	23	tesB	474301	475161
14591	b0453	1	7023	+	ybaY	glycoprotein/polysaccharide metabolism (VIMSS)	0.5393	19	ybaY	475379	475951
14592	b0454	1	7023	-	ybaZ	predicted methyltransferase (NCBI)	0.541	12	ybaZ	475982	476371
1936286	b0455	6	7023	+	ffs	4.5S RNA (NCBI)	0.6404	3	ffs	476448	476561
14593	b0456	1	7023	+	ybaA	hypothetical protein (NCBI)	0.4944	10	ybaA	476672	477025
14594	b0457	1	7023	-	ylaB	orf, hypothetical protein (VIMSS)	0.4803	64	pdeB	477067	478617
14595	b0458	1	7023	-	ylaC	orf, hypothetical protein (VIMSS)	0.4713	23	ylaC	478781	479251
14596	b0459	1	7023	-	maa	maltose O-acetyltransferase (NCBI)	0.4837	25	maa	479367	479918
